longitude,latitude,code_postal,province,erreurs
74.138484,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,49.903864,"","46","Longitude manquante"
-123.320402,,"","59","Latitude manquante"
,49.014537,"","59","Longitude manquante"
-114.013687,,"","48","Latitude manquante"
79.168497,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","13","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
52.704928,-47.584343,"","10","Latitude hors Canada; Longitude hors Canada"
104.634161,-50.444718,"","47","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,49.86108,"","46","Longitude manquante"
-114.071432,0.0,"","48","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-122.828788,0.0,"","59","Latitude hors Canada"
-0.0,-43.894771,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-73.452396,-45.457043,"","24","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,45.785283,"","24","Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,,"","46","Latitude manquante; Longitude manquante"
-123.285806,-49.366345,"","59","Latitude hors Canada"
-0.0,-42.980763,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","10","Latitude manquante; Longitude hors Canada"
,46.170223,"","12","Longitude manquante"
72.732525,46.499727,"","24","Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
,50.983259,"","48","Longitude manquante"
79.973791,-43.250212,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-123.065055,-49.032866,"","59","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-66.919663,-52.945843,"","10","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,43.427968,"","35","Longitude hors Canada"
-71.091671,,"","24","Latitude manquante"
-0.0,43.213996,"","35","Longitude hors Canada"
-97.187622,,"","46","Latitude manquante"
-123.39763,0.0,"","59","Latitude hors Canada"
-81.247345,0.0,"","35","Latitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-80.262536,-43.562767,"","35","Latitude hors Canada"
,0.0,"","10","Latitude hors Canada; Longitude manquante"
-78.911902,,"","35","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-114.141714,0.0,"","48","Latitude hors Canada"
-78.207967,-43.961454,"","35","Latitude hors Canada"
-79.592254,,"","35","Latitude manquante"
123.365676,48.425932,"","59","Longitude hors Canada"
-82.16846,-42.40113,"","35","Latitude hors Canada"
123.158009,-49.193298,"","59","Latitude hors Canada; Longitude hors Canada"
-97.231226,,"","46","Latitude manquante"
,42.311539,"","35","Longitude manquante"
-75.50562,,"","35","Latitude manquante"
-82.964748,,"","35","Latitude manquante"
,42.80963,"","35","Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
-71.002282,,"","24","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,-45.479717,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,46.986827,"","13","Longitude hors Canada"
-123.157546,,"","59","Latitude manquante"
-123.114254,-49.285706,"","59","Latitude hors Canada"
-79.824208,,"","35","Latitude manquante"
,45.38011,"","24","Longitude manquante"
79.445774,,"","35","Latitude manquante; Longitude hors Canada"
-73.696356,-45.563738,"","24","Latitude hors Canada"
-72.574427,-46.358434,"","24","Latitude hors Canada"
-123.001741,,"","59","Latitude manquante"
-71.783094,,"","24","Latitude manquante"
-0.0,44.604472,"","12","Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-72.714144,,"","24","Latitude manquante"
-0.0,43.745258,"","35","Longitude hors Canada"
114.072795,51.067959,"","48","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-113.584843,,"","48","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,46.42445,"","13","Longitude manquante"
,,"","11","Latitude manquante; Longitude manquante"
-60.189371,0.0,"","12","Latitude hors Canada"
75.726229,,"","24","Latitude manquante; Longitude hors Canada"
-97.075614,,"","46","Latitude manquante"
-74.137016,-45.262041,"","24","Latitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,-45.623716,"","24","Latitude hors Canada; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
64.710602,47.707979,"","13","Longitude hors Canada"
79.412896,-43.76881,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,43.623844,"","35","Longitude hors Canada"
,49.785802,"","46","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-49.123996,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,-45.493006,"","24","Latitude hors Canada; Longitude hors Canada"
-78.311516,0.0,"","35","Latitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
63.896262,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-79.556685,0.0,"","35","Latitude hors Canada"
-0.0,45.668587,"","24","Longitude hors Canada"
-0.0,-46.14154,"","12","Latitude hors Canada; Longitude hors Canada"
-76.505903,-44.231292,"","35","Latitude hors Canada"
,0.0,"","60","Latitude hors Canada; Longitude manquante"
-0.0,-47.166452,"","13","Latitude hors Canada; Longitude hors Canada"
-80.248911,,"","35","Latitude manquante"
123.336024,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
63.55744,44.514344,"","12","Longitude hors Canada"
-0.0,-52.118706,"","47","Latitude hors Canada; Longitude hors Canada"
,-43.695976,"","35","Latitude hors Canada; Longitude manquante"
,48.426056,"","59","Longitude manquante"
-114.066989,,"","48","Latitude manquante"
71.159474,-46.881442,"","24","Latitude hors Canada; Longitude hors Canada"
73.995376,45.368334,"","24","Longitude hors Canada"
-0.0,43.550674,"","35","Longitude hors Canada"
-115.741821,,"","59","Latitude manquante"
-78.117206,0.0,"","24","Latitude hors Canada"
72.529432,46.283848,"","24","Longitude hors Canada"
-73.704787,-45.358452,"","24","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
79.543658,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,-46.490182,"","35","Latitude hors Canada; Longitude manquante"
64.203221,,"","13","Latitude manquante; Longitude hors Canada"
-122.790491,,"","59","Latitude manquante"
79.316279,,"","35","Latitude manquante; Longitude hors Canada"
-67.668257,,"","13","Latitude manquante"
-75.859503,,"","35","Latitude manquante"
-123.073351,0.0,"","59","Latitude hors Canada"
,0.0,"","11","Latitude hors Canada; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
79.555323,-43.808953,"","35","Latitude hors Canada; Longitude hors Canada"
55.651866,48.92759,"","10","Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-79.46982,0.0,"","35","Latitude hors Canada"
-122.893615,,"","59","Latitude manquante"
,-45.455546,"","24","Latitude hors Canada; Longitude manquante"
-72.728766,0.0,"","24","Latitude hors Canada"
75.726988,-45.376998,"","35","Latitude hors Canada; Longitude hors Canada"
,42.972556,"","35","Longitude manquante"
-110.841886,,"","48","Latitude manquante"
67.69768,-46.250208,"","13","Latitude hors Canada; Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-0.0,-43.636883,"","35","Latitude hors Canada; Longitude hors Canada"
,-43.829849,"","35","Latitude hors Canada; Longitude manquante"
-73.613812,-45.535403,"","24","Latitude hors Canada"
,43.393685,"","35","Longitude manquante"
,48.455998,"","59","Longitude manquante"
65.657426,47.604245,"","13","Longitude hors Canada"
-113.478165,0.0,"","48","Latitude hors Canada"
,49.247162,"","59","Longitude manquante"
-78.706971,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-123.106303,,"","59","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
65.095754,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
,53.588336,"","48","Longitude manquante"
-81.707616,0.0,"","35","Latitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-122.442938,0.0,"","59","Latitude hors Canada"
,,"","46","Latitude manquante; Longitude manquante"
,-42.314895,"","35","Latitude hors Canada; Longitude manquante"
,49.534062,"","59","Longitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
70.73583,46.205567,"","24","Longitude hors Canada"
,46.735878,"","13","Longitude manquante"
-72.941281,-46.247287,"","24","Latitude hors Canada"
-0.0,-43.621819,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
,45.55484,"","24","Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,-45.940783,"","13","Latitude hors Canada; Longitude hors Canada"
-55.652966,,"","10","Latitude manquante"
-0.0,-49.28109,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
103.855894,-49.664403,"","47","Latitude hors Canada; Longitude hors Canada"
71.927936,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.282862,"","24","Latitude hors Canada; Longitude hors Canada"
-60.219095,-46.138233,"","12","Latitude hors Canada"
,45.788428,"","13","Longitude manquante"
-71.159297,0.0,"","24","Latitude hors Canada"
79.571428,-44.115627,"","35","Latitude hors Canada; Longitude hors Canada"
-65.890087,0.0,"","13","Latitude hors Canada"
-0.0,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-75.559632,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,45.344745,"","35","Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-65.618529,0.0,"","13","Latitude hors Canada"
-60.6569,,"","12","Latitude manquante"
72.208182,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
124.341299,49.338336,"","59","Longitude hors Canada"
,-44.711207,"","13","Latitude hors Canada; Longitude manquante"
-123.313552,,"","59","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
73.65305,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
113.957432,51.049762,"","48","Longitude hors Canada"
122.648073,,"","59","Latitude manquante; Longitude hors Canada"
-0.0,-42.295803,"","35","Latitude hors Canada; Longitude hors Canada"
,49.980109,"","46","Longitude manquante"
-70.680558,,"","24","Latitude manquante"
-79.107906,-43.839541,"","35","Latitude hors Canada"
122.75198,53.91727,"","59","Longitude hors Canada"
-0.0,43.427968,"","35","Longitude hors Canada"
,43.144435,"","35","Longitude manquante"
75.675614,-45.500555,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
122.269931,,"","59","Latitude manquante; Longitude hors Canada"
80.353201,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-104.61447,0.0,"","47","Latitude hors Canada"
114.190063,-51.056871,"","48","Latitude hors Canada; Longitude hors Canada"
-73.606399,,"","24","Latitude manquante"
-0.0,-43.460082,"","35","Latitude hors Canada; Longitude hors Canada"
-61.996939,-45.622436,"","12","Latitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-72.724522,-46.505138,"","24","Latitude hors Canada"
,,"","13","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,43.743912,"","35","Longitude manquante"
-64.657431,,"","13","Latitude manquante"
123.137768,-49.156408,"","59","Latitude hors Canada; Longitude hors Canada"
,48.422281,"","24","Longitude manquante"
-0.0,45.990502,"","13","Longitude hors Canada"
120.258852,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,49.282221,"","59","Longitude hors Canada"
-120.406853,,"","59","Latitude manquante"
122.766392,-53.976423,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-79.503609,,"","35","Latitude manquante"
-0.0,,"","46","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
123.095309,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-79.072156,0.0,"","35","Latitude hors Canada"
-82.908371,-42.300501,"","35","Latitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,48.844285,"","24","Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-119.227136,,"","59","Latitude manquante"
73.62568,,"","24","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,42.951898,"","35","Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
,43.868893,"","35","Longitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
67.337373,45.586346,"","13","Longitude hors Canada"
-126.346125,,"","59","Latitude manquante"
-73.809215,,"","24","Latitude manquante"
,43.207534,"","35","Longitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
-75.854681,,"","24","Latitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","13","Latitude manquante; Longitude hors Canada"
-0.0,-49.777724,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,45.929544,"","13","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
65.833299,-46.738045,"","13","Latitude hors Canada; Longitude hors Canada"
-71.239936,0.0,"","24","Latitude hors Canada"
-0.0,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
,,"","46","Latitude manquante; Longitude manquante"
-75.779142,,"","35","Latitude manquante"
-0.0,-45.477276,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
-66.004318,-45.292471,"","13","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,46.289026,"","13","Longitude hors Canada"
72.501378,,"","24","Latitude manquante; Longitude hors Canada"
71.344359,46.758472,"","24","Longitude hors Canada"
-0.0,-49.76362,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,44.719884,"","12","Longitude hors Canada"
-0.0,45.520151,"","24","Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,-47.570781,"","10","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
83.029747,42.290849,"","35","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
79.200683,,"","35","Latitude manquante; Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
66.92266,52.948727,"","10","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,43.748539,"","35","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
70.792616,46.214677,"","24","Longitude hors Canada"
-0.0,46.509832,"","35","Longitude hors Canada"
,43.518842,"","35","Longitude manquante"
-73.857743,0.0,"","24","Latitude hors Canada"
67.138743,-45.220563,"","13","Latitude hors Canada; Longitude hors Canada"
,46.308717,"","24","Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-79.963292,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,44.238953,"","35","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
97.021999,49.93918,"","46","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,43.469545,"","35","Longitude manquante"
,50.960458,"","48","Longitude manquante"
,45.475243,"","24","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-123.34568,,"","59","Latitude manquante"
-114.098328,-50.969575,"","48","Latitude hors Canada"
-71.948865,0.0,"","24","Latitude hors Canada"
114.107261,51.057327,"","48","Longitude hors Canada"
-0.0,,"","10","Latitude manquante; Longitude hors Canada"
-65.666857,,"","13","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-73.430564,,"","24","Latitude manquante"
-74.002807,,"","24","Latitude manquante"
,49.338684,"","59","Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
78.349957,-44.30801,"","35","Latitude hors Canada; Longitude hors Canada"
,0.0,"","13","Latitude hors Canada; Longitude manquante"
122.633211,-49.212894,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-67.567336,-46.409755,"","13","Latitude hors Canada"
-99.944752,,"","46","Latitude manquante"
-0.0,-46.24788,"","11","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
,55.735834,"","46","Longitude manquante"
64.807,46.076595,"","13","Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,53.64025,"","48","Longitude hors Canada"
122.845234,49.183721,"","59","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,46.816366,"","24","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-73.575312,,"","24","Latitude manquante"
98.298707,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
-79.196467,,"","35","Latitude manquante"
,49.225486,"","59","Longitude manquante"
-71.303387,,"","24","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
113.388039,-53.457642,"","48","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
,43.209145,"","35","Longitude manquante"
,,"","10","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,43.641845,"","35","Longitude manquante"
-122.8865,,"","59","Latitude manquante"
73.676178,-45.575728,"","24","Latitude hors Canada; Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,42.960022,"","35","Longitude manquante"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
113.356436,-53.62563,"","48","Latitude hors Canada; Longitude hors Canada"
,47.546173,"","13","Longitude manquante"
-0.0,44.344873,"","35","Longitude hors Canada"
79.037035,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,43.150004,"","35","Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
65.033185,-46.028779,"","13","Latitude hors Canada; Longitude hors Canada"
,43.734668,"","35","Longitude manquante"
,46.785931,"","24","Longitude manquante"
113.974901,-51.051138,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,45.284571,"","35","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,45.401488,"","24","Longitude manquante"
,,"","10","Latitude manquante; Longitude manquante"
,50.220712,"","24","Longitude manquante"
,48.424519,"","59","Longitude manquante"
-0.0,-43.908433,"","35","Latitude hors Canada; Longitude hors Canada"
-73.411829,0.0,"","24","Latitude hors Canada"
73.787704,-45.557424,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-73.141371,0.0,"","24","Latitude hors Canada"
62.651352,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-114.056564,-51.076851,"","48","Latitude hors Canada"
-0.0,-44.905666,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-104.628849,,"","47","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-45.219761,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
61.905522,-47.409443,"","24","Latitude hors Canada; Longitude hors Canada"
,49.253611,"","59","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-50.398593,"","47","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-72.94335,,"","24","Latitude manquante"
-97.142094,,"","46","Latitude manquante"
-75.644502,,"","35","Latitude manquante"
,42.304094,"","35","Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-114.110314,0.0,"","48","Latitude hors Canada"
-113.987945,,"","48","Latitude manquante"
-72.568389,,"","24","Latitude manquante"
-0.0,-46.353452,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.380604,"","35","Latitude hors Canada; Longitude hors Canada"
,49.830509,"","59","Longitude manquante"
-63.91603,-44.636631,"","12","Latitude hors Canada"
-113.601887,,"","48","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
71.178529,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","60","Latitude manquante; Longitude manquante"
,53.709515,"","48","Longitude manquante"
-123.303671,-48.487092,"","59","Latitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-81.346619,,"","35","Latitude manquante"
,45.588717,"","12","Longitude manquante"
73.648679,45.483103,"","24","Longitude hors Canada"
-79.507135,0.0,"","35","Latitude hors Canada"
,48.151006,"","10","Longitude manquante"
-74.189733,,"","24","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,43.498707,"","35","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-45.514428,"","24","Latitude hors Canada; Longitude hors Canada"
79.21305,-43.194174,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
71.236052,-48.43351,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,49.223767,"","59","Longitude hors Canada"
79.237159,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,-52.148679,"","47","Latitude hors Canada; Longitude hors Canada"
,46.921147,"","24","Longitude manquante"
-106.665448,0.0,"","47","Latitude hors Canada"
123.078102,-49.096469,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
102.548414,-49.003041,"","47","Latitude hors Canada; Longitude hors Canada"
-79.427609,,"","35","Latitude manquante"
-120.350518,0.0,"","59","Latitude hors Canada"
-123.130979,,"","59","Latitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
71.460766,-46.74181,"","24","Latitude hors Canada; Longitude hors Canada"
79.997635,-43.20844,"","35","Latitude hors Canada; Longitude hors Canada"
,-43.169255,"","35","Latitude hors Canada; Longitude manquante"
,46.072344,"","13","Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,45.436579,"","35","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,47.392416,"","24","Longitude manquante"
73.731114,45.597084,"","24","Longitude hors Canada"
63.943103,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","10","Latitude manquante; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,-51.125914,"","48","Latitude hors Canada; Longitude hors Canada"
-64.49215,0.0,"","13","Latitude hors Canada"
,-43.454119,"","35","Latitude hors Canada; Longitude manquante"
-73.688278,0.0,"","24","Latitude hors Canada"
114.077316,,"","48","Latitude manquante; Longitude hors Canada"
,43.729844,"","35","Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
68.519484,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,49.683199,"","48","Longitude manquante"
-81.252055,,"","35","Latitude manquante"
-0.0,45.5234,"","24","Longitude hors Canada"
-0.0,-55.194009,"","48","Latitude hors Canada; Longitude hors Canada"
,-44.898466,"","35","Latitude hors Canada; Longitude manquante"
-80.538422,,"","35","Latitude manquante"
-71.230121,,"","24","Latitude manquante"
73.567175,-45.547075,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
-79.801361,,"","35","Latitude manquante"
-0.0,45.361092,"","24","Longitude hors Canada"
-0.0,,"","13","Latitude manquante; Longitude hors Canada"
,-43.711621,"","35","Latitude hors Canada; Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-83.031755,,"","35","Latitude manquante"
,46.75881,"","13","Longitude manquante"
-68.30033,,"","24","Latitude manquante"
73.086421,,"","24","Latitude manquante; Longitude hors Canada"
-0.0,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
-73.73697,-45.574465,"","24","Latitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
,49.868503,"","46","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,45.529334,"","24","Longitude manquante"
73.610536,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,-46.004322,"","12","Latitude hors Canada; Longitude hors Canada"
81.354073,-48.491325,"","35","Latitude hors Canada; Longitude hors Canada"
-79.110503,,"","35","Latitude manquante"
113.526685,53.545392,"","48","Longitude hors Canada"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
-73.625004,,"","24","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-114.013774,,"","48","Latitude manquante"
-79.351972,,"","35","Latitude manquante"
-123.121238,-49.189718,"","59","Latitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
79.529618,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,51.103037,"","48","Longitude manquante"
-71.061447,,"","24","Latitude manquante"
-0.0,45.534096,"","24","Longitude hors Canada"
-79.821053,,"","35","Latitude manquante"
-82.877079,-42.328456,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
79.429723,43.867162,"","35","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
78.337082,44.300572,"","35","Longitude hors Canada"
74.010475,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,43.737302,"","35","Longitude manquante"
,43.164239,"","35","Longitude manquante"
,45.459084,"","24","Longitude manquante"
-113.956445,,"","48","Latitude manquante"
,49.024613,"","59","Longitude manquante"
119.276346,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-75.50226,,"","24","Latitude manquante"
97.211724,49.877056,"","46","Longitude hors Canada"
122.973325,49.176166,"","59","Longitude hors Canada"
,45.930019,"","13","Longitude manquante"
-75.530158,,"","35","Latitude manquante"
